household_id,village,monthly_income,house_condition,num_dependents
87,Village C,5387138.798507156,average,0
88,Village A,3794628.304344422,average,2
89,Village B,6768484.611547622,good,1
90,Village A,7339601.9051771015,good,4
91,Village A,5467494.352845821,average,4
92,Village A,2856050.1674516415,poor,1
93,Village A,7109187.032454118,average,1
94,Village C,5397805.324300655,average,0
95,Village A,2026128.0549457646,good,4
96,Village A,2202960.7038696315,poor,4
97,Village A,8033893.57941729,poor,3
98,Village C,7702271.826522458,poor,5
99,Village A,900000.0,average,0
100,Village A,2284418.2094842466,good,1
101,Village C,7281710.99124331,poor,1
102,Village C,4963014.823213904,average,2
103,Village C,6403698.570984186,average,5
104,Village A,4876094.507803806,average,1
105,Village C,6308984.980142407,poor,4
106,Village C,5011667.093330868,good,1
107,Village A,4124783.4864860675,poor,4
108,Village C,7117487.659829618,average,4
109,Village A,5404109.232051292,poor,0
110,Village B,6304777.432487133,average,1
111,Village C,5314895.849921533,good,0
112,Village B,4027286.212900374,poor,5
113,Village A,8216778.622714384,poor,4
114,Village C,5709936.509515331,average,5
115,Village A,4289902.711255697,average,1
116,Village B,7556658.940637432,average,5
117,Village A,2358352.4522420857,poor,5
118,Village C,9472567.301591974,poor,1
119,Village C,4641700.484673143,poor,0
120,Village B,2463971.585233247,poor,0
121,Village A,8811882.69691513,good,4
122,Village C,4073664.7738544173,poor,4
123,Village B,5486489.139711254,poor,1
124,Village C,6435381.482878927,poor,1
125,Village C,7368345.055320291,poor,3
126,Village A,5599549.127443129,average,3
127,Village C,3705369.1833399255,average,2
128,Village A,5437985.046667985,poor,4
129,Village C,4161368.9093365576,poor,5
130,Village B,5498023.352729048,poor,2
131,Village C,8256299.091513717,average,2
132,Village A,6511850.383287588,average,0
133,Village A,5413292.876196678,poor,5
134,Village B,6476981.665212681,average,0
135,Village C,6620161.303818371,average,3
136,Village C,2844251.7940625492,good,2
137,Village B,5083445.422431395,good,3
138,Village C,10125055.318665031,poor,5
139,Village C,7425641.970063733,poor,5
140,Village A,3993128.8816776006,poor,4
141,Village C,3793584.207764757,average,1
142,Village C,3726948.5536487955,good,0
143,Village B,6732639.900524114,average,4
144,Village B,8215281.842232435,poor,4
145,Village A,6164334.088960116,poor,0
146,Village C,5314324.699737636,poor,0
147,Village C,4111689.284734457,poor,5
148,Village C,5658746.291167053,average,5
149,Village A,3359756.559807581,poor,2
150,Village A,1128468.9055775232,poor,3
151,Village B,8273651.380224898,average,5
152,Village A,2988374.6592757814,poor,4
153,Village C,4350335.252661361,poor,2
154,Village C,6312714.901258582,poor,2
155,Village A,7868933.738692108,good,4
156,Village C,5514261.304837243,average,5
157,Village C,2612578.0246783434,poor,4
158,Village A,4397307.100616897,average,1
159,Village A,3643029.1899498412,poor,5
160,Village C,4923577.945057358,average,3
161,Village C,7463968.942539271,average,4
162,Village C,900000.0,good,5
163,Village B,4177220.3399450183,average,0
164,Village B,4031900.7272259635,good,1
165,Village B,2486477.3102087206,good,3
166,Village A,6170981.487499232,good,5
167,Village B,2170048.2562479037,average,0
168,Village A,2400211.4414073504,poor,5
169,Village A,6702138.428041227,poor,0
170,Village B,8001142.737925338,poor,3
171,Village B,4847806.462776082,poor,1
172,Village B,2565207.762021468,average,0
173,Village C,3588891.8164435,average,2
174,Village B,7016003.89449009,good,3
175,Village C,5232876.481326788,poor,3
176,Village A,4797922.446236154,poor,4
177,Village C,5626099.419826292,average,1
178,Village B,4924680.112949119,poor,2
179,Village A,8091424.595318435,poor,2
180,Village A,3501713.470612798,good,4
181,Village A,3272081.766329573,average,0
182,Village C,2233092.963862688,poor,0
183,Village B,3920024.7285486194,good,2
184,Village A,2816049.050667691,average,1
185,Village A,5436151.017305448,average,0
186,Village A,5041894.731050286,good,3
187,Village C,2841848.9998640474,poor,5
188,Village C,6178278.718055945,average,4
189,Village B,8033625.734259747,poor,1
190,Village C,5715676.6973420475,poor,0
191,Village A,900000.0,good,5
192,Village B,8974261.94134021,average,2
193,Village A,6493846.938142119,average,4
194,Village A,8912836.506376902,good,0
195,Village C,7181447.172299668,good,2
196,Village B,7581030.837741118,good,0
197,Village C,5410533.787202169,average,4
198,Village C,4475407.975620335,poor,3
199,Village B,5746962.375464321,poor,3
200,Village A,3582429.8395069214,poor,5
201,Village A,5867761.701800465,poor,2
202,Village B,900000.0,average,3
203,Village A,5085864.490428826,average,4
204,Village B,7689352.240204265,good,2
205,Village B,5188617.157857931,average,0
206,Village C,8454965.476061976,average,1
207,Village B,4472509.224302789,poor,0
208,Village C,7005301.825975656,poor,4
209,Village A,3243459.852653268,poor,5
210,Village A,6923913.239110757,average,2
211,Village A,5465189.816455632,poor,0
212,Village A,4560499.0083145425,average,2
213,Village C,900000.0,average,3
214,Village A,4491246.448388901,poor,1
215,Village B,5426906.038559621,poor,4
216,Village B,6657418.870439835,average,0
217,Village B,8121899.598198134,poor,1
218,Village C,9070065.402731821,average,4
219,Village A,7492534.686245969,average,4
220,Village A,3875819.3493916113,average,5
221,Village A,4390391.820964522,good,3
222,Village C,6477830.942087366,average,5
223,Village B,6039228.919695604,good,5
224,Village B,8256691.918782723,poor,2
225,Village A,9958778.837419823,average,2
226,Village B,9534360.390196446,poor,1
227,Village B,7987876.399596689,poor,3
228,Village C,6055805.297885794,poor,4
229,Village C,7698650.125891688,average,3
230,Village C,8322882.027456792,poor,3
231,Village C,4705399.205489963,poor,1
232,Village A,3934678.0549824815,good,2
233,Village C,3465157.9998566504,good,3
234,Village B,3247230.5331093934,average,3
235,Village A,2236009.3548136186,average,3
236,Village B,5499803.418235455,good,0
237,Village B,3000494.3978237365,average,3
238,Village B,3432955.6317292354,poor,3
239,Village C,6402511.118353454,good,4
240,Village C,5363218.13250702,average,5
241,Village A,5859249.881267349,poor,0
242,Village A,7730297.5237841625,average,3
243,Village C,6729059.81708159,poor,5
244,Village B,8037773.162905326,good,3
245,Village A,5159952.989556141,poor,1
246,Village C,8223581.182624792,good,1
247,Village C,5719473.528714919,good,5
248,Village C,5337412.522190406,average,0
249,Village B,7923052.412553007,average,4
250,Village C,3255692.64161341,poor,0
251,Village C,9047201.135084951,poor,0
252,Village C,4435799.959925428,poor,1
253,Village C,2563784.0569013567,average,1
254,Village A,6307003.904111724,average,4
255,Village A,4245356.979763479,poor,3
256,Village C,9051614.183822501,poor,4
257,Village B,4134198.3624297054,good,3
258,Village A,5628897.834703924,poor,5
259,Village C,2148813.369043794,good,5
260,Village A,6625828.489794943,poor,2
261,Village A,3445219.848282191,average,1
262,Village B,6386649.380665202,poor,2
263,Village C,4143309.5205882764,average,2
264,Village C,906130.6265544007,average,1
265,Village B,5262380.1806877665,poor,2
266,Village B,5172857.03415687,average,0
267,Village C,6762143.147245226,average,3
268,Village C,8112001.143678408,average,4
269,Village B,8824818.819833597,average,1
270,Village A,6728308.426941772,poor,0
271,Village A,5557238.384131837,average,5
272,Village B,2145332.8209690694,good,4
273,Village A,5404041.873980015,good,4
274,Village B,5429880.339877865,good,4
275,Village A,4602719.480687944,poor,2
276,Village A,6265935.301201617,average,2
277,Village C,7243811.421964269,average,2
278,Village C,3363192.1389426324,poor,2
279,Village A,3332031.2916010655,good,0
280,Village A,4721415.976446742,average,2
281,Village C,3769541.6185841537,poor,1
282,Village C,1717493.5952802743,poor,4
283,Village C,3006814.527354097,good,0
284,Village B,2535357.7059251186,poor,5
285,Village A,7416901.016036306,poor,2
286,Village C,8405654.012018558,poor,5
287,Village A,2809133.0854108264,poor,4
288,Village B,6092147.026274223,good,0
289,Village B,6747032.848939502,average,4
290,Village C,2015462.4266802724,average,5
291,Village B,5321957.894357999,good,0
292,Village A,10067032.330693051,average,3
293,Village C,6354293.732715262,poor,0
294,Village A,4509398.917334939,average,2
295,Village A,3879626.949563582,poor,5
296,Village B,955076.8305582106,poor,4
297,Village B,5940947.312233464,average,4
298,Village B,8895633.57450863,good,4
299,Village B,3372912.4912041584,average,1
300,Village B,1128830.6409658776,good,1
301,Village C,3671551.637293551,average,2
302,Village A,6763199.4919564165,average,3
303,Village A,4142999.9903558292,good,1
304,Village A,3359063.8141738237,poor,0
305,Village A,5038309.830115718,poor,5
306,Village B,5459401.49433571,average,2
307,Village A,2223219.718456611,average,3
308,Village C,4565432.606126353,poor,0
309,Village C,4005464.772155323,poor,4
310,Village A,3718191.3015038343,poor,1
311,Village A,2965926.661217104,average,0
312,Village C,6882515.709589595,good,3
313,Village C,3711226.1424039444,good,2
314,Village B,1010109.4283734295,average,0
315,Village C,5528595.643950867,good,2
316,Village B,6450398.9453463685,average,4
317,Village B,3407967.869568245,poor,3
318,Village B,3880674.6204320677,poor,3
319,Village B,3701892.5591432545,average,1
320,Village B,4306693.277139779,poor,5
321,Village A,7213700.364379644,average,3
322,Village C,4771881.655255287,average,0
323,Village B,6679187.091334411,poor,0
324,Village C,3062336.736906494,good,0
325,Village C,4232619.160838031,average,4
326,Village B,6908027.631694613,poor,3
327,Village A,3388789.203147481,average,3
328,Village B,7024272.9218170615,average,0
329,Village A,3743231.818009724,poor,1
330,Village C,4356674.969883161,poor,1
331,Village A,8340325.17469785,average,3
332,Village A,4128362.045667537,good,3
333,Village A,5290691.60550127,average,2
334,Village C,6232872.845043473,good,3
335,Village C,5453017.299344023,good,0
336,Village A,5510106.6977791535,poor,5
337,Village A,4886920.512036531,average,4
338,Village B,2395521.5819673543,poor,3
339,Village A,5696578.660199517,poor,3
340,Village B,3535063.0859766915,average,0
341,Village A,6551534.434806353,average,2
342,Village B,7744122.847899372,poor,5
343,Village C,1388885.477165969,good,3
344,Village A,7747615.654854208,average,1
345,Village A,4177884.4162659133,good,1
346,Village A,4738101.555631055,poor,1
347,Village A,3175225.0949752205,good,4
348,Village B,5376935.458132554,poor,4
349,Village A,5133629.766354811,poor,5
350,Village C,7153845.650585701,average,3
351,Village C,3517213.4467394855,average,3
352,Village A,8321604.803875818,average,3
353,Village C,6329428.172617779,average,4
354,Village A,5181937.953550818,poor,5
355,Village A,4638431.272209018,average,3
356,Village C,4386861.105732299,poor,0
357,Village A,4517312.45118699,average,2
358,Village C,5336803.913870947,poor,1
359,Village B,4582000.078612535,good,1
360,Village A,3718941.0869850256,average,0
361,Village B,5348918.589673405,average,3
362,Village C,3327423.7625492252,good,5
363,Village B,5644933.802003494,average,5
364,Village B,4553865.929038517,poor,4
365,Village C,6393461.818463688,poor,3
366,Village B,6978148.4213909535,average,5
367,Village B,6977361.120689478,poor,3
368,Village C,5636210.112105252,average,1
369,Village B,5869662.44153369,poor,1
370,Village C,4354497.947763129,poor,4
371,Village B,6355279.376966695,average,1
372,Village C,6581002.721323446,good,3
373,Village C,1865341.692950944,average,0
374,Village B,5756694.391214527,good,4
375,Village B,7736259.615417734,good,0
376,Village B,4287419.410790431,poor,3
377,Village A,3850906.0477322415,poor,4
378,Village A,4160273.0778273614,average,0
379,Village A,1990248.014341747,good,4
380,Village C,5251967.908897821,average,3
381,Village B,5059930.880194503,good,5
382,Village C,5394053.665754601,poor,4
383,Village A,5831953.242435604,poor,5
384,Village B,3404013.1956370473,average,3
385,Village C,5546398.398044088,average,4
386,Village B,5886397.31983146,poor,4
387,Village C,4023216.538365936,poor,5
388,Village B,5840235.996503945,poor,1
389,Village A,5161413.252773482,average,5
390,Village A,3737620.4611132396,good,5
391,Village B,5565577.392967354,good,5
392,Village C,4418578.513293561,average,3
393,Village A,6394130.548028775,average,2
394,Village A,4521667.239861924,average,5
395,Village A,2420468.8364698803,poor,4
396,Village B,5533973.971055302,poor,0
397,Village B,5458806.495662869,poor,1
398,Village C,2837725.774404677,good,5
399,Village C,6501072.230870611,good,5
400,Village C,6396441.672270957,average,1
401,Village B,3260039.6150501827,average,5
402,Village B,3680747.397880177,poor,4
403,Village C,4715984.773940946,average,2
404,Village C,3482295.7379247244,average,5
405,Village B,6280794.369823355,average,1
406,Village C,5297943.89865442,poor,5
407,Village A,2812885.708223528,good,3
408,Village B,3355058.17430142,average,4
409,Village C,7375438.354332803,good,4
410,Village B,8071124.75583083,good,2
411,Village A,6077457.952105017,good,3
412,Village B,4577449.489699372,poor,3
413,Village B,4120074.175186847,poor,2
414,Village B,6099398.83662201,poor,0
415,Village B,5151841.068518973,poor,5
416,Village A,1779857.1051712465,average,3
417,Village B,7063735.965069661,average,0
418,Village B,7691606.534725739,average,0
419,Village C,6474505.065886396,poor,4
420,Village B,2816777.6107435836,good,5
421,Village C,3726347.1005533207,poor,4
422,Village A,1284560.2772845775,poor,1
423,Village A,8192096.982791112,average,4
424,Village A,4286522.873481944,average,3
425,Village A,9666578.643299565,poor,3
426,Village C,8910460.061815556,poor,5
427,Village B,3193147.1672621127,average,0
428,Village A,3583464.5211939733,poor,3
429,Village B,5932380.68469424,poor,4
430,Village C,1490915.7922674594,average,4
431,Village C,4123481.7652428765,poor,5
432,Village C,3923681.9975865427,poor,4
433,Village A,8702331.883893417,average,2
434,Village B,5322035.771008912,good,5
435,Village B,4430466.044925608,good,5
436,Village B,3737030.534629398,poor,3
437,Village C,6788099.194649588,poor,5
438,Village A,4006578.3521391833,poor,1
439,Village C,4899434.051275,poor,3
440,Village C,3721752.9550560713,average,3
441,Village B,1964925.7359692114,average,2
442,Village C,3007929.7445946727,average,3
443,Village B,3996056.585270613,poor,0
444,Village A,4473490.339472742,poor,4
445,Village B,4561152.148152986,average,4
446,Village A,4822160.598962476,poor,5
447,Village B,4022624.7396979816,average,2
448,Village C,7698252.696336812,average,4
449,Village C,6895968.239713964,average,0
450,Village A,4729781.465618324,average,2
451,Village A,5508516.559481992,average,1
452,Village A,4255823.51709409,poor,4
453,Village B,900000.0,poor,3
454,Village B,5040986.02585205,average,0
455,Village A,5611228.722502432,poor,0
456,Village C,1774676.483919545,average,4
457,Village B,5998822.138389206,average,5
458,Village B,4438846.644110382,good,1
459,Village B,5675867.441269324,good,3
460,Village A,4499202.705259829,poor,1
461,Village A,7501908.948453698,good,1
462,Village A,5452457.641168173,average,4
463,Village A,7004832.917344014,average,3
464,Village A,7169452.28434989,poor,4
465,Village C,2760888.547823179,good,4
466,Village C,3521966.2599577047,poor,5
467,Village A,5903221.365452512,good,0
468,Village B,4268925.432483655,poor,5
469,Village A,4522786.461487409,average,5
470,Village C,7573129.644341219,poor,4
471,Village C,4379267.24361586,poor,5
472,Village B,3062141.3035028353,poor,5
473,Village C,3332399.9967288105,poor,2
474,Village A,9364713.002385402,poor,3
475,Village B,4643561.039229526,average,0
476,Village A,2271504.489564179,average,3
477,Village A,1461082.809366811,good,0
478,Village B,3750726.7146517728,average,2
479,Village A,4606955.761145233,poor,4
480,Village C,6898347.412855345,poor,0
481,Village A,6704690.332923534,poor,0
482,Village B,4987307.15785433,good,0
483,Village B,4091662.827680822,good,2
484,Village B,5679203.70684338,poor,3
485,Village A,1502507.8477272242,poor,2
486,Village B,8962161.787858434,good,0
487,Village B,6308211.191713222,good,5
488,Village A,6733980.439456545,good,0
489,Village C,2851693.2362467786,good,5
490,Village A,7565297.2825931925,average,4
491,Village B,4079965.6779474095,poor,2
492,Village B,3094883.7543628733,average,5
493,Village A,4921655.258787561,average,2
494,Village C,4874889.828023252,average,1
495,Village B,2842925.854976007,average,3
496,Village B,3210125.2929172693,poor,1
497,Village B,3053536.4493438997,poor,5
498,Village A,3072569.8642863506,poor,1
499,Village B,4223804.185800799,poor,3
500,Village C,2222029.7276550843,average,5
501,Village B,3617251.005172129,good,4
502,Village B,7090269.0967685385,good,4
503,Village C,6646618.904208368,poor,3
504,Village B,2900241.5182144907,average,3
505,Village A,6916409.834588467,poor,5
506,Village A,1067121.4617279018,average,2
507,Village A,9858288.644024307,poor,5
508,Village C,7600626.384271185,poor,2
509,Village B,3880536.1757197864,good,2
510,Village A,5764853.12347022,average,2
511,Village C,2198161.343781742,poor,5
512,Village B,5120885.579851627,poor,0
513,Village C,4632673.934995066,average,0
514,Village A,3330473.221215209,poor,4
515,Village A,4062885.027348282,good,0
516,Village A,3866025.048381146,average,0
517,Village C,2736526.5613647294,average,2
518,Village C,3283705.508206674,average,2
519,Village A,2116311.148000575,poor,3
520,Village C,6714661.531121235,poor,2
521,Village A,3135774.507087462,poor,5
522,Village A,2555958.256859692,average,3
523,Village B,6683009.359631994,poor,3
524,Village C,5739240.70867866,good,0
525,Village A,6609002.111897918,poor,2
526,Village A,6832166.448393309,poor,0
527,Village C,8874909.79387685,poor,2
528,Village B,4687920.466613632,poor,0
529,Village B,2084784.642008985,poor,0
530,Village A,5542075.601524251,poor,0
531,Village C,3661990.7542403652,poor,5
532,Village B,3084989.4333689185,average,4
533,Village C,5199850.344434482,average,0
534,Village C,6731505.46601918,poor,1
535,Village A,3328010.316807433,average,1
536,Village B,7548776.1746634375,average,1
537,Village A,3020772.081994368,good,5
538,Village B,4512193.557349074,average,3
539,Village B,5772615.763561736,poor,0
540,Village B,4224201.582631883,average,1
541,Village B,1447995.3221229264,average,5
542,Village B,6854814.98357761,poor,3
543,Village C,3753071.3192879455,good,1
544,Village A,6489796.898787386,poor,2
545,Village C,2471711.7299446757,good,4
546,Village B,2813126.8358071763,average,0
547,Village A,6724866.819110714,average,4
548,Village B,5681016.185484047,average,4
549,Village A,4122828.5786306467,average,2
550,Village C,5710063.196341675,average,2
551,Village A,3091921.728911284,good,2
552,Village A,5220518.234977818,average,3
553,Village A,5257107.846780131,good,1
554,Village A,4252436.789617943,good,0
555,Village A,3329428.588818483,good,2
556,Village B,5140497.156429587,average,5
557,Village A,4890037.713398203,average,0
558,Village A,4068355.842160782,poor,0
559,Village C,2932371.0596384997,average,0
560,Village A,5024954.098670935,poor,2
561,Village C,4073355.2703267885,poor,2
562,Village B,2930684.7591261333,poor,1
563,Village A,5087059.621516222,good,2
564,Village C,8216610.944110772,good,2
565,Village C,4266344.668185844,average,0
566,Village B,7995553.082484046,average,1
567,Village A,9228663.42946019,average,4
568,Village A,3093162.1952446494,average,2
569,Village C,5018088.416397929,poor,5
570,Village A,9207463.835632619,poor,2
571,Village C,4757840.077181912,poor,4
572,Village A,5073624.2915308,average,0
573,Village C,1659989.0512502166,average,1
574,Village A,3936676.1993606645,average,0
575,Village B,6111177.369337874,good,3
576,Village A,9858565.2859025,poor,2
577,Village A,4607986.333056619,poor,5
578,Village B,1674747.3554972904,poor,3
579,Village A,2189501.618453382,poor,2
580,Village B,4928420.628123406,poor,3
581,Village A,7354413.596104498,poor,4
582,Village C,6274707.365750791,average,2
583,Village C,5920511.7270202525,poor,5
584,Village A,7618288.773835192,average,2
585,Village A,3559541.824962097,average,3
586,Village A,5038189.439915131,poor,1
587,Village C,3959235.7595952093,average,3
588,Village A,4457088.529095853,poor,2
589,Village C,2987461.29134903,good,2
590,Village B,4312047.857132408,good,1
591,Village C,4944568.867509202,poor,0
592,Village C,4257057.000276899,good,1
593,Village B,4677876.9939723965,average,0
594,Village C,5810081.086874372,good,5
595,Village A,7477391.538128799,average,2
596,Village A,7622311.736225195,poor,4
597,Village C,6522843.534793984,good,4
598,Village A,2480037.043123368,poor,3
599,Village C,4279180.028860292,poor,1
600,Village A,4451429.9385747975,poor,1
601,Village A,3685700.338422871,poor,4
602,Village C,5684702.3580592135,average,0
603,Village A,1811343.0134370844,average,1
604,Village C,8387132.939056583,good,0
605,Village A,7390441.34304343,poor,0
606,Village A,5956404.523803515,good,0
607,Village B,4875781.34015963,good,0
608,Village B,7457678.590145106,poor,3
609,Village C,6378809.873560535,poor,3
610,Village B,7213275.568436185,good,4
611,Village C,4881895.835480319,average,3
612,Village B,8578626.171728335,average,5
613,Village A,7333775.7513797125,average,1
614,Village C,6019072.590871863,average,5
615,Village C,7511945.84086231,poor,3
616,Village A,4161676.1163320555,average,1
617,Village C,2664999.281305947,poor,1
618,Village C,5643101.026094951,average,0
619,Village B,4885819.108373063,good,4
620,Village C,4604565.315444741,average,0
621,Village A,7432624.078698806,good,0
622,Village B,5334278.42642126,average,5
623,Village B,5527138.1470709685,average,3
624,Village A,4345894.882491807,average,5
625,Village A,6762246.278559051,good,3
626,Village B,6403751.562615839,average,5
627,Village C,6747319.353788587,poor,1
628,Village B,4005472.066727643,good,3
629,Village A,7608176.92009399,average,3
630,Village B,8677536.847532745,poor,5
631,Village A,6684076.794649411,average,2
632,Village B,3381423.425511418,good,1
633,Village C,3395595.431527598,average,1
634,Village B,4249246.088813825,poor,2
635,Village B,3871245.571962958,good,5
636,Village A,4857814.74862547,average,5
637,Village A,6264884.9327356955,average,1
638,Village A,5579904.881499697,poor,5
639,Village B,5404578.112772577,poor,4
640,Village C,4517594.500399709,average,4
641,Village A,4852308.145670901,good,2
642,Village A,6593151.015058003,poor,3
643,Village B,976083.9450003705,poor,4
644,Village A,4977219.1830425365,poor,5
645,Village C,5575975.18985465,average,2
646,Village C,6567166.137094585,poor,4
647,Village A,2979908.121432351,poor,0
648,Village A,2874180.6350937625,poor,2
649,Village B,6167909.9897562675,average,1
650,Village C,1191095.519486168,poor,4
651,Village C,7664378.221521571,poor,1
652,Village A,5453183.982985621,good,2
653,Village B,8117442.4256868735,poor,4
654,Village C,2825855.246860974,poor,1
655,Village C,4127281.062563519,good,3
656,Village B,900000.0,poor,3
657,Village B,3408620.4740094477,average,0
658,Village C,4632306.238556242,poor,5
659,Village C,1074584.8399831266,average,2
660,Village B,4210746.375603201,poor,5
661,Village C,1025319.6462795115,good,5
662,Village A,4485079.63017715,poor,1
663,Village A,7294223.854216473,poor,0
664,Village B,4930040.499771754,average,2
665,Village B,8316414.745223606,good,3
666,Village B,6572585.12678922,poor,5
667,Village A,7696295.697213942,good,1
668,Village C,3470109.518243433,poor,5
669,Village A,3421716.7432147954,average,4
670,Village C,5691226.832770737,poor,3
671,Village A,1844595.8167342818,average,5
672,Village C,5942287.499524181,poor,4
673,Village A,4352160.366906141,poor,4
674,Village B,7659993.675093314,poor,1
675,Village A,6359024.508158822,poor,1
676,Village C,7193412.860680254,good,4
677,Village A,3491587.8372099055,good,0
678,Village A,7096420.537523456,average,5
679,Village A,7889424.988728566,poor,4
680,Village B,4922572.353239318,poor,4
681,Village A,3521298.7612670236,average,1
682,Village B,3556425.597531181,good,5
683,Village B,7478025.98403193,average,2
684,Village A,10368691.484846622,good,3
685,Village A,3036709.8596495558,good,1
686,Village A,2882959.8999148794,good,5
687,Village C,6842828.361348958,poor,5
688,Village A,3492172.941266711,poor,0
689,Village B,7036710.768456539,average,3
690,Village A,5930692.347053291,average,1
691,Village C,4952045.395004072,poor,1
692,Village A,5882543.069043376,poor,2
693,Village C,5760396.738306788,average,0
694,Village C,4640787.004427649,average,0
695,Village A,1487277.936723011,poor,5
696,Village B,5357301.457178069,average,5
697,Village C,8146120.732128329,average,1
698,Village A,1782462.673590953,average,2
699,Village A,3068429.9597221105,poor,1
700,Village B,5853653.949532022,average,4
701,Village C,5077183.725464561,average,5
702,Village C,5822364.319168579,poor,4
703,Village A,3601363.5843446758,average,2
704,Village A,7324916.573184612,poor,1
705,Village B,5093801.131380422,poor,5
706,Village B,6393971.0446861135,poor,2
707,Village C,5640554.8219421925,poor,1
708,Village C,5350989.935921985,poor,1
709,Village A,6253667.31405626,good,4
710,Village C,5372975.907933901,poor,3
711,Village B,2619601.943808976,good,0
712,Village B,7174713.651431929,average,5
713,Village A,6636254.572496368,poor,0
714,Village B,900000.0,poor,2
715,Village B,3691599.430248645,average,0
716,Village B,7084720.924985614,average,4
717,Village B,1346142.9070443325,poor,3
718,Village A,6887133.763801489,poor,5
719,Village A,4717554.928691499,average,1
720,Village C,7680565.140667982,poor,1
721,Village B,4997706.421849073,good,4
722,Village C,3555864.0140087446,average,5
723,Village A,5616171.3215182815,poor,0
724,Village A,4939229.0209800275,poor,1
725,Village A,3378297.731718639,poor,0
726,Village A,9436686.966022773,good,4
727,Village A,3057803.6368313706,poor,1
728,Village A,900000.0,poor,2
729,Village A,8163397.936242985,average,3
730,Village B,3832873.055368147,poor,0
731,Village C,4406453.478068609,average,5
732,Village A,4284187.870741932,good,0
733,Village B,3860697.1316833477,average,0
734,Village B,3467615.057473108,good,0
735,Village C,3006365.395006071,good,4
736,Village A,5129519.523409131,poor,4
737,Village C,4196024.88464873,poor,5
738,Village A,6460724.380667893,poor,4
739,Village B,5965388.103232308,average,5
740,Village B,3144975.6129491916,poor,5
741,Village B,5217042.552144713,good,4
742,Village B,4164323.3517572936,average,1
743,Village C,3016679.1147326687,poor,4
744,Village A,6378863.141030265,average,1
745,Village A,4757349.441383271,poor,2
746,Village C,4184899.959659042,good,4
747,Village A,3288865.5271534417,average,2
748,Village B,2944126.477853322,poor,4
749,Village A,8977536.047829092,poor,2
